state,year,CON_6m,enacted_first,repealed,reinstated_CON_ind,enacted_second,note
west virginia,2013,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2013,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2013,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2014,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2014,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2014,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2014,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2014,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2014,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2014,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2014,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2014,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2014,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2014,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2014,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2014,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2014,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2014,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2014,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2014,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2014,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2014,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2014,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2014,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2014,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2014,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2014,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2014,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2014,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2014,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2014,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2014,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2014,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2014,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2014,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2014,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2014,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2014,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2014,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2014,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2014,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2014,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2014,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2014,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2014,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2014,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2014,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2014,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2014,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2014,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2014,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2014,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2014,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2015,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2015,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2015,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2015,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2015,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2015,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2015,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2015,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2015,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2015,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2015,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2015,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2015,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2015,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2015,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2015,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2015,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2015,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2015,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2015,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2015,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2015,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2015,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2015,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2015,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2015,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2015,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2015,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2015,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2015,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2015,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2015,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2015,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2015,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2015,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2015,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2015,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2015,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2015,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2015,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2015,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2015,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2015,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2015,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2015,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2015,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2015,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2015,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2015,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2015,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2016,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2016,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2016,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2016,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2016,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2016,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2016,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2016,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2016,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2016,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2016,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2016,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2016,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2016,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2016,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2016,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2016,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2016,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2016,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2016,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2016,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2016,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2016,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2016,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2016,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2016,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2016,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2016,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2016,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2016,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2016,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2016,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2016,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2016,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2016,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2016,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2016,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2016,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2016,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2016,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2016,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2016,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2016,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2016,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2016,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2016,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2016,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2016,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2016,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2016,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2017,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2017,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2017,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2017,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2017,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2017,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2017,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2017,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2017,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2017,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2017,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2017,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2017,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2017,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2017,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2017,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2017,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2017,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2017,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2017,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2017,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2017,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2017,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2017,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2017,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2017,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2017,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2017,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2017,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2017,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2017,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2017,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2017,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2017,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2017,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2017,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2017,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2017,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2017,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2017,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2017,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2017,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2017,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2017,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2017,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2017,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2017,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2017,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2017,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2017,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2018,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2018,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2018,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2018,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2018,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2018,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2018,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2018,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2018,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2018,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2018,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2018,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2018,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2018,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2018,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2018,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2018,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2018,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2018,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2018,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2018,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2018,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2018,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2018,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2018,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2018,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2018,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2018,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2018,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2018,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2018,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2018,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2018,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2018,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2018,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2018,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2018,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2018,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2018,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2018,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2018,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2018,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2018,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2018,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2018,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2018,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2018,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
