state,year,CON_6m,enacted_first,repealed,reinstated_CON_ind,enacted_second,note
rhode island,1995,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1995,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1995,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1995,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1995,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1995,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1995,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1995,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1995,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1995,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1995,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1995,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1996,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1996,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1996,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1996,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1996,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1996,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1996,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1996,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1996,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1996,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1996,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1996,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1996,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1996,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1996,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1996,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1996,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1996,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1996,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1996,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1996,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1996,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1996,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1996,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1996,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1996,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1996,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1996,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1996,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1996,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1996,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1996,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1996,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1996,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1996,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1996,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1996,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1996,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1996,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1996,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1996,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1996,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1996,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1996,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1996,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1996,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1996,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1996,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1996,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1996,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1997,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1997,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1997,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1997,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1997,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1997,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1997,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1997,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1997,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1997,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1997,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1997,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1997,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1997,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1997,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1997,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1997,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1997,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1997,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1997,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1997,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1997,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1997,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1997,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1997,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1997,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1997,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1997,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1997,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1997,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1997,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1997,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1997,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1997,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1997,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1997,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1997,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1997,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1997,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1997,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1997,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1997,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1997,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1997,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1997,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1997,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1997,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1997,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1997,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1997,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1998,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1998,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1998,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1998,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1998,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1998,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1998,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1998,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1998,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1998,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1998,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1998,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1998,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1998,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1998,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1998,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1998,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1998,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1998,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1998,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1998,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1998,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1998,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1998,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1998,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1998,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1998,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1998,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1998,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1998,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1998,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1998,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1998,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1998,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1998,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1998,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1998,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1998,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1998,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1998,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1998,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1998,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1998,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1998,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1998,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1998,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1998,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1998,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1998,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1998,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1999,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1999,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1999,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1999,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1999,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1999,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1999,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1999,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1999,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1999,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1999,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1999,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1999,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1999,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1999,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1999,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1999,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1999,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1999,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1999,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1999,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1999,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1999,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1999,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1999,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1999,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1999,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1999,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1999,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1999,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1999,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1999,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1999,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1999,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1999,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1999,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1999,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1999,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1999,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1999,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1999,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1999,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1999,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1999,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1999,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1999,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1999,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1999,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1999,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1999,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2000,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2000,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2000,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2000,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2000,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2000,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2000,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2000,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2000,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2000,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2000,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2000,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2000,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2000,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2000,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2000,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2000,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2000,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2000,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2000,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2000,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2000,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2000,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2000,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2000,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2000,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2000,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2000,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2000,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2000,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2000,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2000,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2000,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2000,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2000,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2000,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2000,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2000,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
